AGE_ADJUSTED_CI_LOWER|AGE_ADJUSTED_CI_UPPER|AGE_ADJUSTED_RATE|COUNT|ICCC_GROUP|POPULATION|AGE|RACE|SEX|YEAR|CRUDE_CI_LOWER|CRUDE_CI_UPPER|CRUDE_RATE
0.2|0.4|0.2|21|X(e) Other and unspecified malignant gonadal tumors|82838877|0-19|All Races|Male and Female|2011|0.2|0.4|0.3
18.1|19.9|19.0|1606|XI Other malignant epithelial neoplasms and malignant melanomas|82838877|0-19|All Races|Male and Female|2011|18.5|20.4|19.4
0.1|0.4|0.2|19|XI(a) Adrenocortical carcinomas|82838877|0-19|All Races|Male and Female|2011|0.1|0.4|0.2
8.6|9.9|9.3|786|XI(b) Thyroid carcinomas|82838877|0-19|All Races|Male and Female|2011|8.8|10.2|9.5
0.5|0.8|0.6|52|XI(c) Nasopharyngeal carcinomas|82838877|0-19|All Races|Male and Female|2011|0.5|0.8|0.6
3.9|4.8|4.3|363|XI(d) Malignant melanomas|82838877|0-19|All Races|Male and Female|2011|3.9|4.9|4.4
~|~|~|~|XI(e) Skin carcinomas|82838877|0-19|All Races|Male and Female|2011|~|~|~
4.0|4.9|4.5|379|XI(f) Other and unspecified carcinomas|82838877|0-19|All Races|Male and Female|2011|4.1|5.1|4.6
0.5|0.9|0.7|58|XII Other and unspecified malignant neoplasms|82838877|0-19|All Races|Male and Female|2011|0.5|0.9|0.7
0.2|0.5|0.3|27|XII(a) Other specified malignant tumors|82838877|0-19|All Races|Male and Female|2011|0.2|0.5|0.3
0.3|0.5|0.4|31|XII(b) Other unspecified malignant tumors|82838877|0-19|All Races|Male and Female|2011|0.3|0.5|0.4
184.8|187.5|186.1|76943|All ICCC Groups Combined|411799435|0-19|All Races|Male and Female|2011-2015|185.5|188.2|186.8
47.3|48.7|48.0|19779|I Leukemias, myeloproliferative & myelodysplastic diseases|411799435|0-19|All Races|Male and Female|2011-2015|47.4|48.7|48.0
33.5|34.6|34.1|14030|I(a) Lymphoid leukemias|411799435|0-19|All Races|Male and Female|2011-2015|33.5|34.6|34.1
8.0|8.5|8.3|3413|I(b) Acute myeloid leukemias|411799435|0-19|All Races|Male and Female|2011-2015|8.0|8.6|8.3
2.2|2.5|2.4|989|I(c) Chronic myeloproliferative diseases|411799435|0-19|All Races|Male and Female|2011-2015|2.3|2.6|2.4
1.3|1.6|1.4|598|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|411799435|0-19|All Races|Male and Female|2011-2015|1.3|1.6|1.5
1.7|2.0|1.8|749|I(e) Unspecified and other specified leukemias|411799435|0-19|All Races|Male and Female|2011-2015|1.7|2.0|1.8
28.9|29.9|29.4|12169|II Lymphomas and reticuloendothelial neoplasms|411799435|0-19|All Races|Male and Female|2011-2015|29.0|30.1|29.6
11.7|12.3|12.0|4998|II(a) Hodgkin lymphomas|411799435|0-19|All Races|Male and Female|2011-2015|11.8|12.5|12.1
9.2|9.8|9.5|3940|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|411799435|0-19|All Races|Male and Female|2011-2015|9.3|9.9|9.6
2.3|2.6|2.4|1003|II(c) Burkitt lymphoma|411799435|0-19|All Races|Male and Female|2011-2015|2.3|2.6|2.4
4.8|5.2|5.0|2064|II(d) Miscellaneous lymphoreticular neoplasms|411799435|0-19|All Races|Male and Female|2011-2015|4.8|5.2|5.0
0.3|0.5|0.4|164|II(e) Unspecified lymphomas|411799435|0-19|All Races|Male and Female|2011-2015|0.3|0.5|0.4
31.8|32.9|32.3|13293|III CNS and misc intracranial and intraspinal neoplasms|411799435|0-19|All Races|Male and Female|2011-2015|31.7|32.8|32.3
2.6|2.9|2.7|1125|III(a) Ependymomas and choroid plexus tumor|411799435|0-19|All Races|Male and Female|2011-2015|2.6|2.9|2.7
16.6|17.3|16.9|6972|III(b) Astrocytomas|411799435|0-19|All Races|Male and Female|2011-2015|16.5|17.3|16.9
5.7|6.2|5.9|2436|III(c) Intracranial and intraspinal embryonal tumors|411799435|0-19|All Races|Male and Female|2011-2015|5.7|6.2|5.9
5.3|5.7|5.5|2265|III(d) Other gliomas|411799435|0-19|All Races|Male and Female|2011-2015|5.3|5.7|5.5
0.6|0.8|0.7|281|III(e) Other specified intracranial & intraspinal neoplasms|411799435|0-19|All Races|Male and Female|2011-2015|0.6|0.8|0.7
0.5|0.6|0.5|214|III(f) Unspecified intracranial and intraspinal neoplasms|411799435|0-19|All Races|Male and Female|2011-2015|0.5|0.6|0.5
8.7|9.3|9.0|3719|IV Neuroblastoma and other peripheral nervous cell tumors|411799435|0-19|All Races|Male and Female|2011-2015|8.7|9.3|9.0
8.5|9.0|8.7|3603|IV(a) Neuroblastoma and ganglioneuroblastoma|411799435|0-19|All Races|Male and Female|2011-2015|8.5|9.0|8.7
0.2|0.3|0.3|116|IV(b) Other peripheral nervous cell tumors|411799435|0-19|All Races|Male and Female|2011-2015|0.2|0.3|0.3
11.7|12.4|12.1|4982|IX Soft tissue and other extraosseous sarcomas|411799435|0-19|All Races|Male and Female|2011-2015|11.8|12.4|12.1
4.4|4.9|4.6|1911|IX(a) Rhabdomyosarcomas|411799435|0-19|All Races|Male and Female|2011-2015|4.4|4.9|4.6
1.2|1.4|1.3|551|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|411799435|0-19|All Races|Male and Female|2011-2015|1.2|1.5|1.3
0.0|0.1|0.1|23|IX(c) Kaposi sarcoma|411799435|0-19|All Races|Male and Female|2011-2015|0.0|0.1|0.1
4.5|4.9|4.7|1941|IX(d) Other specified soft tissue sarcomas|411799435|0-19|All Races|Male and Female|2011-2015|4.5|4.9|4.7
1.2|1.5|1.3|556|IX(e) Unspecified soft tissue sarcomas|411799435|0-19|All Races|Male and Female|2011-2015|1.2|1.5|1.4
0.2|0.3|0.3|106|Not classified by ICCC|411799435|0-19|All Races|Male and Female|2011-2015|0.2|0.3|0.3
3.1|3.5|3.3|1360|V Retinoblastoma|411799435|0-19|All Races|Male and Female|2011-2015|3.1|3.5|3.3
7.1|7.6|7.4|3033|VI Renal tumors|411799435|0-19|All Races|Male and Female|2011-2015|7.1|7.6|7.4
6.3|6.8|6.6|2709|VI(a) Nephroblastoma and other nonepithelial renal tumors|411799435|0-19|All Races|Male and Female|2011-2015|6.3|6.8|6.6
0.7|0.8|0.7|310|VI(b) Renal carcinomas|411799435|0-19|All Races|Male and Female|2011-2015|0.7|0.8|0.8
~|~|~|~|VI(c) Unspecified malignant renal tumors|411799435|0-19|All Races|Male and Female|2011-2015|~|~|~
2.5|2.8|2.6|1085|VII Hepatic tumors|411799435|0-19|All Races|Male and Female|2011-2015|2.5|2.8|2.6
1.9|2.1|2.0|824|VII(a) Hepatoblastoma|411799435|0-19|All Races|Male and Female|2011-2015|1.9|2.1|2.0
0.5|0.7|0.6|250|VII(b) Hepatic carcinomas|411799435|0-19|All Races|Male and Female|2011-2015|0.5|0.7|0.6
~|~|~|~|VII(c) Unspecified malignant hepatic tumors|411799435|0-19|All Races|Male and Female|2011-2015|~|~|~
8.8|9.4|9.1|3753|VIII Malignant bone tumors|411799435|0-19|All Races|Male and Female|2011-2015|8.8|9.4|9.1
4.9|5.3|5.1|2091|VIII(a) Osteosarcomas|411799435|0-19|All Races|Male and Female|2011-2015|4.9|5.3|5.1
0.3|0.4|0.3|137|VIII(b) Chondrosarcomas|411799435|0-19|All Races|Male and Female|2011-2015|0.3|0.4|0.3
2.9|3.2|3.0|1251|VIII(c) Ewing tumor and related sarcomas of bone|411799435|0-19|All Races|Male and Female|2011-2015|2.9|3.2|3.0
0.4|0.5|0.5|190|VIII(d) Other specified malignant bone tumors|411799435|0-19|All Races|Male and Female|2011-2015|0.4|0.5|0.5
0.2|0.3|0.2|84|VIII(e) Unspecified malignant bone tumors|411799435|0-19|All Races|Male and Female|2011-2015|0.2|0.3|0.2
11.0|11.7|11.4|4738|X Germ cell, trophoblastic tumors & neoplasms of gonads|411799435|0-19|All Races|Male and Female|2011-2015|11.2|11.8|11.5
1.6|1.9|1.7|716|X(a) Intracranial & intraspinal germ cell tumors|411799435|0-19|All Races|Male and Female|2011-2015|1.6|1.9|1.7
1.4|1.6|1.5|618|X(b) Malignant extracranial & extragonadal germ cell tumors|411799435|0-19|All Races|Male and Female|2011-2015|1.4|1.6|1.5
7.1|7.6|7.3|3072|X(c) Malignant gonadal germ cell tumors|411799435|0-19|All Races|Male and Female|2011-2015|7.2|7.7|7.5
0.4|0.5|0.4|186|X(d) Gonadal carcinomas|411799435|0-19|All Races|Male and Female|2011-2015|0.4|0.5|0.5
0.3|0.4|0.4|146|X(e) Other and unspecified malignant gonadal tumors|411799435|0-19|All Races|Male and Female|2011-2015|0.3|0.4|0.4
20.2|21.0|20.6|8601|XI Other malignant epithelial neoplasms and malignant melanomas|411799435|0-19|All Races|Male and Female|2011-2015|20.4|21.3|20.9
0.2|0.3|0.2|85|XI(a) Adrenocortical carcinomas|411799435|0-19|All Races|Male and Female|2011-2015|0.2|0.3|0.2
9.6|10.2|9.9|4140|XI(b) Thyroid carcinomas|411799435|0-19|All Races|Male and Female|2011-2015|9.7|10.4|10.1
0.5|0.6|0.5|224|XI(c) Nasopharyngeal carcinomas|411799435|0-19|All Races|Male and Female|2011-2015|0.5|0.6|0.5
4.0|4.3|4.1|1728|XI(d) Malignant melanomas|411799435|0-19|All Races|Male and Female|2011-2015|4.0|4.4|4.2
0.0|0.1|0.1|30|XI(e) Skin carcinomas|411799435|0-19|All Races|Male and Female|2011-2015|0.0|0.1|0.1
5.5|6.0|5.7|2394|XI(f) Other and unspecified carcinomas|411799435|0-19|All Races|Male and Female|2011-2015|5.6|6.1|5.8
0.7|0.9|0.8|325|XII Other and unspecified malignant neoplasms|411799435|0-19|All Races|Male and Female|2011-2015|0.7|0.9|0.8
0.4|0.5|0.4|171|XII(a) Other specified malignant tumors|411799435|0-19|All Races|Male and Female|2011-2015|0.4|0.5|0.4
0.3|0.4|0.4|154|XII(b) Other unspecified malignant tumors|411799435|0-19|All Races|Male and Female|2011-2015|0.3|0.4|0.4
181.5|187.4|184.4|15283|All ICCC Groups Combined|82496124|0-19|All Races|Male and Female|2012|182.3|188.2|185.3
46.1|49.1|47.6|3931|I Leukemias, myeloproliferative & myelodysplastic diseases|82496124|0-19|All Races|Male and Female|2012|46.2|49.2|47.7
32.8|35.3|34.0|2805|I(a) Lymphoid leukemias|82496124|0-19|All Races|Male and Female|2012|32.8|35.3|34.0
7.3|8.5|7.9|652|I(b) Acute myeloid leukemias|82496124|0-19|All Races|Male and Female|2012|7.3|8.5|7.9
2.1|2.8|2.5|204|I(c) Chronic myeloproliferative diseases|82496124|0-19|All Races|Male and Female|2012|2.1|2.8|2.5
1.3|1.8|1.5|124|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|82496124|0-19|All Races|Male and Female|2012|1.3|1.8|1.5
1.5|2.1|1.8|146|I(e) Unspecified and other specified leukemias|82496124|0-19|All Races|Male and Female|2012|1.5|2.1|1.8
28.7|31.0|29.8|2478|II Lymphomas and reticuloendothelial neoplasms|82496124|0-19|All Races|Male and Female|2012|28.9|31.2|30.0
11.7|13.3|12.5|1044|II(a) Hodgkin lymphomas|82496124|0-19|All Races|Male and Female|2012|11.9|13.4|12.7
9.1|10.5|9.8|810|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|82496124|0-19|All Races|Male and Female|2012|9.2|10.5|9.8
2.0|2.7|2.3|191|II(c) Burkitt lymphoma|82496124|0-19|All Races|Male and Female|2012|2.0|2.7|2.3
4.3|5.3|4.8|393|II(d) Miscellaneous lymphoreticular neoplasms|82496124|0-19|All Races|Male and Female|2012|4.3|5.3|4.8
0.3|0.7|0.5|40|II(e) Unspecified lymphomas|82496124|0-19|All Races|Male and Female|2012|0.3|0.7|0.5
30.7|33.2|31.9|2632|III CNS and misc intracranial and intraspinal neoplasms|82496124|0-19|All Races|Male and Female|2012|30.7|33.1|31.9
2.3|3.1|2.7|221|III(a) Ependymomas and choroid plexus tumor|82496124|0-19|All Races|Male and Female|2012|2.3|3.1|2.7
16.2|18.0|17.1|1407|III(b) Astrocytomas|82496124|0-19|All Races|Male and Female|2012|16.2|18.0|17.1
5.3|6.4|5.8|480|III(c) Intracranial and intraspinal embryonal tumors|82496124|0-19|All Races|Male and Female|2012|5.3|6.4|5.8
4.7|5.7|5.2|427|III(d) Other gliomas|82496124|0-19|All Races|Male and Female|2012|4.7|5.7|5.2
0.4|0.7|0.5|45|III(e) Other specified intracranial & intraspinal neoplasms|82496124|0-19|All Races|Male and Female|2012|0.4|0.7|0.5
0.5|0.8|0.6|52|III(f) Unspecified intracranial and intraspinal neoplasms|82496124|0-19|All Races|Male and Female|2012|0.5|0.8|0.6
8.2|9.4|8.8|724|IV Neuroblastoma and other peripheral nervous cell tumors|82496124|0-19|All Races|Male and Female|2012|8.1|9.4|8.8
7.9|9.2|8.5|703|IV(a) Neuroblastoma and ganglioneuroblastoma|82496124|0-19|All Races|Male and Female|2012|7.9|9.2|8.5
0.2|0.4|0.3|21|IV(b) Other peripheral nervous cell tumors|82496124|0-19|All Races|Male and Female|2012|0.2|0.4|0.3
11.0|12.5|11.8|973|IX Soft tissue and other extraosseous sarcomas|82496124|0-19|All Races|Male and Female|2012|11.1|12.6|11.8
4.1|5.0|4.6|376|IX(a) Rhabdomyosarcomas|82496124|0-19|All Races|Male and Female|2012|4.1|5.0|4.6
1.0|1.5|1.2|103|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|82496124|0-19|All Races|Male and Female|2012|1.0|1.5|1.2
~|~|~|~|IX(c) Kaposi sarcoma|82496124|0-19|All Races|Male and Female|2012|~|~|~
4.0|5.0|4.5|372|IX(d) Other specified soft tissue sarcomas|82496124|0-19|All Races|Male and Female|2012|4.1|5.0|4.5
1.2|1.7|1.4|116|IX(e) Unspecified soft tissue sarcomas|82496124|0-19|All Races|Male and Female|2012|1.2|1.7|1.4
0.1|0.4|0.2|19|Not classified by ICCC|82496124|0-19|All Races|Male and Female|2012|0.1|0.4|0.2
2.9|3.7|3.3|274|V Retinoblastoma|82496124|0-19|All Races|Male and Female|2012|2.9|3.7|3.3
6.5|7.6|7.0|582|VI Renal tumors|82496124|0-19|All Races|Male and Female|2012|6.5|7.7|7.1
5.7|6.8|6.3|516|VI(a) Nephroblastoma and other nonepithelial renal tumors|82496124|0-19|All Races|Male and Female|2012|5.7|6.8|6.3
0.6|0.9|0.7|61|VI(b) Renal carcinomas|82496124|0-19|All Races|Male and Female|2012|0.6|0.9|0.7
~|~|~|~|VI(c) Unspecified malignant renal tumors|82496124|0-19|All Races|Male and Female|2012|~|~|~
2.4|3.2|2.8|230|VII Hepatic tumors|82496124|0-19|All Races|Male and Female|2012|2.4|3.2|2.8
1.8|2.5|2.1|176|VII(a) Hepatoblastoma|82496124|0-19|All Races|Male and Female|2012|1.8|2.5|2.1
0.5|0.8|0.6|52|VII(b) Hepatic carcinomas|82496124|0-19|All Races|Male and Female|2012|0.5|0.8|0.6
~|~|~|~|VII(c) Unspecified malignant hepatic tumors|82496124|0-19|All Races|Male and Female|2012|~|~|~
8.4|9.7|9.0|744|VIII Malignant bone tumors|82496124|0-19|All Races|Male and Female|2012|8.4|9.7|9.0
4.7|5.7|5.2|431|VIII(a) Osteosarcomas|82496124|0-19|All Races|Male and Female|2012|4.7|5.7|5.2
0.2|0.5|0.3|28|VIII(b) Chondrosarcomas|82496124|0-19|All Races|Male and Female|2012|0.2|0.5|0.3
2.4|3.2|2.8|231|VIII(c) Ewing tumor and related sarcomas of bone|82496124|0-19|All Races|Male and Female|2012|2.5|3.2|2.8
0.3|0.6|0.4|34|VIII(d) Other specified malignant bone tumors|82496124|0-19|All Races|Male and Female|2012|0.3|0.6|0.4
0.1|0.4|0.2|20|VIII(e) Unspecified malignant bone tumors|82496124|0-19|All Races|Male and Female|2012|0.1|0.4|0.2
10.9|12.3|11.6|972|X Germ cell, trophoblastic tumors & neoplasms of gonads|82496124|0-19|All Races|Male and Female|2012|11.1|12.5|11.8
1.3|1.9|1.6|130|X(a) Intracranial & intraspinal germ cell tumors|82496124|0-19|All Races|Male and Female|2012|1.3|1.9|1.6
1.4|2.0|1.7|140|X(b) Malignant extracranial & extragonadal germ cell tumors|82496124|0-19|All Races|Male and Female|2012|1.4|2.0|1.7
7.0|8.2|7.6|640|X(c) Malignant gonadal germ cell tumors|82496124|0-19|All Races|Male and Female|2012|7.2|8.4|7.8
0.3|0.6|0.4|35|X(d) Gonadal carcinomas|82496124|0-19|All Races|Male and Female|2012|0.3|0.6|0.4
0.2|0.5|0.3|27|X(e) Other and unspecified malignant gonadal tumors|82496124|0-19|All Races|Male and Female|2012|0.2|0.5|0.3
18.7|20.6|19.6|1644|XI Other malignant epithelial neoplasms and malignant melanomas|82496124|0-19|All Races|Male and Female|2012|19.0|20.9|19.9
0.2|0.4|0.3|22|XI(a) Adrenocortical carcinomas|82496124|0-19|All Races|Male and Female|2012|0.2|0.4|0.3
9.0|10.4|9.7|812|XI(b) Thyroid carcinomas|82496124|0-19|All Races|Male and Female|2012|9.2|10.5|9.8
0.3|0.6|0.5|38|XI(c) Nasopharyngeal carcinomas|82496124|0-19|All Races|Male and Female|2012|0.3|0.6|0.5
3.8|4.7|4.2|354|XI(d) Malignant melanomas|82496124|0-19|All Races|Male and Female|2012|3.9|4.8|4.3
~|~|~|~|XI(e) Skin carcinomas|82496124|0-19|All Races|Male and Female|2012|~|~|~
4.4|5.4|4.9|410|XI(f) Other and unspecified carcinomas|82496124|0-19|All Races|Male and Female|2012|4.5|5.5|5.0
0.8|1.2|1.0|80|XII Other and unspecified malignant neoplasms|82496124|0-19|All Races|Male and Female|2012|0.8|1.2|1.0
0.3|0.6|0.4|35|XII(a) Other specified malignant tumors|82496124|0-19|All Races|Male and Female|2012|0.3|0.6|0.4
0.4|0.7|0.5|45|XII(b) Other unspecified malignant tumors|82496124|0-19|All Races|Male and Female|2012|0.4|0.7|0.5
180.5|186.3|183.4|15124|All ICCC Groups Combined|82257815|0-19|All Races|Male and Female|2013|180.9|186.8|183.9
45.1|48.1|46.6|3832|I Leukemias, myeloproliferative & myelodysplastic diseases|82257815|0-19|All Races|Male and Female|2013|45.1|48.1|46.6
31.2|33.7|32.4|2664|I(a) Lymphoid leukemias|82257815|0-19|All Races|Male and Female|2013|31.2|33.6|32.4
7.7|8.9|8.3|681|I(b) Acute myeloid leukemias|82257815|0-19|All Races|Male and Female|2013|7.7|8.9|8.3
2.0|2.7|2.4|195|I(c) Chronic myeloproliferative diseases|82257815|0-19|All Races|Male and Female|2013|2.0|2.7|2.4
1.3|1.8|1.6|128|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|82257815|0-19|All Races|Male and Female|2013|1.3|1.9|1.6
1.7|2.3|2.0|164|I(e) Unspecified and other specified leukemias|82257815|0-19|All Races|Male and Female|2013|1.7|2.3|2.0
27.0|29.3|28.2|2327|II Lymphomas and reticuloendothelial neoplasms|82257815|0-19|All Races|Male and Female|2013|27.2|29.5|28.3
10.8|12.3|11.5|957|II(a) Hodgkin lymphomas|82257815|0-19|All Races|Male and Female|2013|10.9|12.4|11.6
8.4|9.7|9.0|744|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|82257815|0-19|All Races|Male and Female|2013|8.4|9.7|9.0
2.0|2.6|2.3|188|II(c) Burkitt lymphoma|82257815|0-19|All Races|Male and Female|2013|2.0|2.6|2.3
4.5|5.5|5.0|408|II(d) Miscellaneous lymphoreticular neoplasms|82257815|0-19|All Races|Male and Female|2013|4.5|5.5|5.0
0.2|0.5|0.4|30|II(e) Unspecified lymphomas|82257815|0-19|All Races|Male and Female|2013|0.2|0.5|0.4
31.5|34.0|32.7|2685|III CNS and misc intracranial and intraspinal neoplasms|82257815|0-19|All Races|Male and Female|2013|31.4|33.9|32.6
2.3|3.0|2.6|217|III(a) Ependymomas and choroid plexus tumor|82257815|0-19|All Races|Male and Female|2013|2.3|3.0|2.6
16.6|18.5|17.5|1440|III(b) Astrocytomas|82257815|0-19|All Races|Male and Female|2013|16.6|18.4|17.5
5.2|6.3|5.7|469|III(c) Intracranial and intraspinal embryonal tumors|82257815|0-19|All Races|Male and Female|2013|5.2|6.2|5.7
5.1|6.1|5.6|460|III(d) Other gliomas|82257815|0-19|All Races|Male and Female|2013|5.1|6.1|5.6
0.5|0.9|0.7|59|III(e) Other specified intracranial & intraspinal neoplasms|82257815|0-19|All Races|Male and Female|2013|0.5|0.9|0.7
0.3|0.7|0.5|40|III(f) Unspecified intracranial and intraspinal neoplasms|82257815|0-19|All Races|Male and Female|2013|0.3|0.7|0.5
8.6|10.0|9.3|762|IV Neuroblastoma and other peripheral nervous cell tumors|82257815|0-19|All Races|Male and Female|2013|8.6|9.9|9.3
8.3|9.6|9.0|736|IV(a) Neuroblastoma and ganglioneuroblastoma|82257815|0-19|All Races|Male and Female|2013|8.3|9.6|8.9
0.2|0.5|0.3|26|IV(b) Other peripheral nervous cell tumors|82257815|0-19|All Races|Male and Female|2013|0.2|0.5|0.3
11.1|12.6|11.8|975|IX Soft tissue and other extraosseous sarcomas|82257815|0-19|All Races|Male and Female|2013|11.1|12.6|11.9
4.4|5.3|4.8|398|IX(a) Rhabdomyosarcomas|82257815|0-19|All Races|Male and Female|2013|4.4|5.3|4.8
1.0|1.5|1.3|104|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|82257815|0-19|All Races|Male and Female|2013|1.0|1.5|1.3
~|~|~|~|IX(c) Kaposi sarcoma|82257815|0-19|All Races|Male and Female|2013|~|~|~
4.0|5.0|4.5|370|IX(d) Other specified soft tissue sarcomas|82257815|0-19|All Races|Male and Female|2013|4.1|5.0|4.5
1.0|1.5|1.2|102|IX(e) Unspecified soft tissue sarcomas|82257815|0-19|All Races|Male and Female|2013|1.0|1.5|1.2
0.2|0.4|0.3|24|Not classified by ICCC|82257815|0-19|All Races|Male and Female|2013|0.2|0.4|0.3
2.9|3.6|3.2|265|V Retinoblastoma|82257815|0-19|All Races|Male and Female|2013|2.8|3.6|3.2
6.8|8.0|7.4|606|VI Renal tumors|82257815|0-19|All Races|Male and Female|2013|6.8|8.0|7.4
5.9|7.0|6.5|532|VI(a) Nephroblastoma and other nonepithelial renal tumors|82257815|0-19|All Races|Male and Female|2013|5.9|7.0|6.5
0.7|1.1|0.9|71|VI(b) Renal carcinomas|82257815|0-19|All Races|Male and Female|2013|0.7|1.1|0.9
~|~|~|~|VI(c) Unspecified malignant renal tumors|82257815|0-19|All Races|Male and Female|2013|~|~|~
2.1|2.8|2.5|202|VII Hepatic tumors|82257815|0-19|All Races|Male and Female|2013|2.1|2.8|2.5
1.5|2.1|1.8|149|VII(a) Hepatoblastoma|82257815|0-19|All Races|Male and Female|2013|1.5|2.1|1.8
0.5|0.8|0.6|51|VII(b) Hepatic carcinomas|82257815|0-19|All Races|Male and Female|2013|0.5|0.8|0.6
~|~|~|~|VII(c) Unspecified malignant hepatic tumors|82257815|0-19|All Races|Male and Female|2013|~|~|~
8.5|9.8|9.1|754|VIII Malignant bone tumors|82257815|0-19|All Races|Male and Female|2013|8.5|9.8|9.2
4.5|5.5|5.0|409|VIII(a) Osteosarcomas|82257815|0-19|All Races|Male and Female|2013|4.5|5.5|5.0
0.2|0.5|0.3|29|VIII(b) Chondrosarcomas|82257815|0-19|All Races|Male and Female|2013|0.2|0.5|0.4
2.8|3.6|3.1|259|VIII(c) Ewing tumor and related sarcomas of bone|82257815|0-19|All Races|Male and Female|2013|2.8|3.6|3.1
0.4|0.7|0.5|43|VIII(d) Other specified malignant bone tumors|82257815|0-19|All Races|Male and Female|2013|0.4|0.7|0.5
~|~|~|~|VIII(e) Unspecified malignant bone tumors|82257815|0-19|All Races|Male and Female|2013|~|~|~
11.1|12.6|11.8|985|X Germ cell, trophoblastic tumors & neoplasms of gonads|82257815|0-19|All Races|Male and Female|2013|11.2|12.7|12.0
1.6|2.2|1.9|158|X(a) Intracranial & intraspinal germ cell tumors|82257815|0-19|All Races|Male and Female|2013|1.6|2.2|1.9
1.1|1.7|1.4|114|X(b) Malignant extracranial & extragonadal germ cell tumors|82257815|0-19|All Races|Male and Female|2013|1.1|1.7|1.4
7.0|8.2|7.6|633|X(c) Malignant gonadal germ cell tumors|82257815|0-19|All Races|Male and Female|2013|7.1|8.3|7.7
0.4|0.7|0.5|46|X(d) Gonadal carcinomas|82257815|0-19|All Races|Male and Female|2013|0.4|0.7|0.6
0.3|0.6|0.4|34|X(e) Other and unspecified malignant gonadal tumors|82257815|0-19|All Races|Male and Female|2013|0.3|0.6|0.4
18.7|20.7|19.7|1638|XI Other malignant epithelial neoplasms and malignant melanomas|82257815|0-19|All Races|Male and Female|2013|19.0|20.9|19.9
~|~|~|~|XI(a) Adrenocortical carcinomas|82257815|0-19|All Races|Male and Female|2013|~|~|~
8.8|10.1|9.4|784|XI(b) Thyroid carcinomas|82257815|0-19|All Races|Male and Female|2013|8.9|10.2|9.5
0.5|0.8|0.6|53|XI(c) Nasopharyngeal carcinomas|82257815|0-19|All Races|Male and Female|2013|0.5|0.8|0.6
