AGE|AGE_SPECIFIC_CI_LOWER|AGE_SPECIFIC_CI_UPPER|AGE_SPECIFIC_RATE|COUNT|ICCC_GROUP|POPULATION|YEAR
5-9|0.7|1.7|1.1|23|I(c) Chronic myeloproliferative diseases|20521818|2014
<1|~|~|~|~|I(c) Chronic myeloproliferative diseases|3955374|2014
1-4|1.0|2.2|1.5|24|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|15922170|2014
10-14|0.7|1.7|1.2|24|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|20666961|2014
15-19|0.9|2.0|1.4|29|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|21056378|2014
5-9|0.6|1.4|0.9|19|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|20521818|2014
<1|4.7|10.2|7.1|28|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|3955374|2014
1-4|2.1|3.9|2.9|46|I(e) Unspecified and other specified leukemias|15922170|2014
10-14|1.1|2.3|1.6|34|I(e) Unspecified and other specified leukemias|20666961|2014
15-19|1.3|2.5|1.8|38|I(e) Unspecified and other specified leukemias|21056378|2014
5-9|1.2|2.4|1.7|35|I(e) Unspecified and other specified leukemias|20521818|2014
<1|~|~|~|~|I(e) Unspecified and other specified leukemias|3955374|2014
1-4|14.6|18.7|16.6|264|II Lymphomas and reticuloendothelial neoplasms|15922170|2014
10-14|28.2|33.1|30.6|632|II Lymphomas and reticuloendothelial neoplasms|20666961|2014
15-19|50.6|56.9|53.7|1131|II Lymphomas and reticuloendothelial neoplasms|21056378|2014
5-9|19.0|23.0|21.0|430|II Lymphomas and reticuloendothelial neoplasms|20521818|2014
<1|19.2|29.1|23.8|94|II Lymphomas and reticuloendothelial neoplasms|3955374|2014
1-4|~|~|~|~|II(a) Hodgkin lymphomas|15922170|2014
10-14|10.7|13.7|12.1|251|II(a) Hodgkin lymphomas|20666961|2014
15-19|28.6|33.4|30.9|651|II(a) Hodgkin lymphomas|21056378|2014
5-9|3.0|4.8|3.8|79|II(a) Hodgkin lymphomas|20521818|2014
<1|~|~|~|~|II(a) Hodgkin lymphomas|3955374|2014
1-4|4.6|7.0|5.7|91|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|15922170|2014
10-14|10.1|13.0|11.5|237|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|20666961|2014
15-19|16.0|19.6|17.7|373|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|21056378|2014
5-9|7.1|9.7|8.3|171|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|20521818|2014
<1|2.3|6.6|4.0|16|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|3955374|2014
1-4|1.6|3.2|2.3|37|II(c) Burkitt lymphoma|15922170|2014
10-14|2.4|4.0|3.1|65|II(c) Burkitt lymphoma|20666961|2014
15-19|1.6|3.0|2.2|47|II(c) Burkitt lymphoma|21056378|2014
5-9|2.4|4.0|3.2|65|II(c) Burkitt lymphoma|20521818|2014
<1|~|~|~|~|II(c) Burkitt lymphoma|3955374|2014
1-4|6.8|9.7|8.2|130|II(d) Miscellaneous lymphoreticular neoplasms|15922170|2014
10-14|2.7|4.3|3.4|71|II(d) Miscellaneous lymphoreticular neoplasms|20666961|2014
15-19|1.6|3.0|2.2|47|II(d) Miscellaneous lymphoreticular neoplasms|21056378|2014
5-9|4.3|6.3|5.2|107|II(d) Miscellaneous lymphoreticular neoplasms|20521818|2014
<1|15.1|24.0|19.2|76|II(d) Miscellaneous lymphoreticular neoplasms|3955374|2014
1-4|~|~|~|~|II(e) Unspecified lymphomas|15922170|2014
10-14|~|~|~|~|II(e) Unspecified lymphomas|20666961|2014
15-19|~|~|~|~|II(e) Unspecified lymphomas|21056378|2014
5-9|~|~|~|~|II(e) Unspecified lymphomas|20521818|2014
<1|~|~|~|~|II(e) Unspecified lymphomas|3955374|2014
1-4|40.8|47.3|44.0|700|III CNS and misc intracranial and intraspinal neoplasms|15922170|2014
10-14|26.9|31.7|29.2|604|III CNS and misc intracranial and intraspinal neoplasms|20666961|2014
15-19|21.4|25.6|23.4|493|III CNS and misc intracranial and intraspinal neoplasms|21056378|2014
5-9|32.9|38.1|35.4|727|III CNS and misc intracranial and intraspinal neoplasms|20521818|2014
<1|30.0|42.0|35.6|141|III CNS and misc intracranial and intraspinal neoplasms|3955374|2014
1-4|4.4|6.8|5.5|88|III(a) Ependymomas and choroid plexus tumor|15922170|2014
10-14|1.1|2.3|1.6|34|III(a) Ependymomas and choroid plexus tumor|20666961|2014
15-19|1.0|2.0|1.4|30|III(a) Ependymomas and choroid plexus tumor|21056378|2014
5-9|1.9|3.4|2.6|53|III(a) Ependymomas and choroid plexus tumor|20521818|2014
<1|3.3|8.1|5.3|21|III(a) Ependymomas and choroid plexus tumor|3955374|2014
1-4|20.1|24.8|22.4|356|III(b) Astrocytomas|15922170|2014
10-14|15.3|19.0|17.1|353|III(b) Astrocytomas|20666961|2014
15-19|12.6|15.9|14.2|299|III(b) Astrocytomas|21056378|2014
5-9|15.5|19.2|17.3|355|III(b) Astrocytomas|20521818|2014
<1|8.5|15.5|11.6|46|III(b) Astrocytomas|3955374|2014
1-4|7.6|10.6|9.0|143|III(c) Intracranial and intraspinal embryonal tumors|15922170|2014
10-14|3.6|5.5|4.5|92|III(c) Intracranial and intraspinal embryonal tumors|20666961|2014
15-19|1.5|2.8|2.1|44|III(c) Intracranial and intraspinal embryonal tumors|21056378|2014
5-9|6.5|9.0|7.7|158|III(c) Intracranial and intraspinal embryonal tumors|20521818|2014
<1|9.8|17.2|13.1|52|III(c) Intracranial and intraspinal embryonal tumors|3955374|2014
1-4|4.3|6.7|5.4|86|III(d) Other gliomas|15922170|2014
10-14|4.1|6.0|5.0|103|III(d) Other gliomas|20666961|2014
15-19|3.5|5.4|4.4|92|III(d) Other gliomas|21056378|2014
5-9|5.6|7.9|6.7|137|III(d) Other gliomas|20521818|2014
<1|~|~|~|~|III(d) Other gliomas|3955374|2014
1-4|~|~|~|~|III(e) Other specified intracranial & intraspinal neoplasms|15922170|2014
10-14|~|~|~|~|III(e) Other specified intracranial & intraspinal neoplasms|20666961|2014
15-19|0.5|1.3|0.8|17|III(e) Other specified intracranial & intraspinal neoplasms|21056378|2014
5-9|~|~|~|~|III(e) Other specified intracranial & intraspinal neoplasms|20521818|2014
<1|~|~|~|~|III(e) Other specified intracranial & intraspinal neoplasms|3955374|2014
1-4|~|~|~|~|III(f) Unspecified intracranial and intraspinal neoplasms|15922170|2014
10-14|~|~|~|~|III(f) Unspecified intracranial and intraspinal neoplasms|20666961|2014
15-19|~|~|~|~|III(f) Unspecified intracranial and intraspinal neoplasms|21056378|2014
5-9|~|~|~|~|III(f) Unspecified intracranial and intraspinal neoplasms|20521818|2014
<1|~|~|~|~|III(f) Unspecified intracranial and intraspinal neoplasms|3955374|2014
1-4|18.9|23.5|21.1|336|IV Neuroblastoma and other peripheral nervous cell tumors|15922170|2014
10-14|1.3|2.5|1.8|38|IV Neuroblastoma and other peripheral nervous cell tumors|20666961|2014
15-19|0.8|1.8|1.2|25|IV Neuroblastoma and other peripheral nervous cell tumors|21056378|2014
5-9|3.6|5.5|4.5|92|IV Neuroblastoma and other peripheral nervous cell tumors|20521818|2014
<1|59.4|75.8|67.3|266|IV Neuroblastoma and other peripheral nervous cell tumors|3955374|2014
1-4|18.8|23.4|21.0|335|IV(a) Neuroblastoma and ganglioneuroblastoma|15922170|2014
10-14|0.9|2.0|1.4|28|IV(a) Neuroblastoma and ganglioneuroblastoma|20666961|2014
15-19|~|~|~|~|IV(a) Neuroblastoma and ganglioneuroblastoma|21056378|2014
5-9|3.5|5.4|4.4|90|IV(a) Neuroblastoma and ganglioneuroblastoma|20521818|2014
<1|59.4|75.8|67.3|266|IV(a) Neuroblastoma and ganglioneuroblastoma|3955374|2014
1-4|~|~|~|~|IV(b) Other peripheral nervous cell tumors|15922170|2014
10-14|~|~|~|~|IV(b) Other peripheral nervous cell tumors|20666961|2014
15-19|~|~|~|~|IV(b) Other peripheral nervous cell tumors|21056378|2014
5-9|~|~|~|~|IV(b) Other peripheral nervous cell tumors|20521818|2014
<1|~|~|~|~|IV(b) Other peripheral nervous cell tumors|3955374|2014
1-4|10.2|13.6|11.8|188|IX Soft tissue and other extraosseous sarcomas|15922170|2014
10-14|10.6|13.6|12.0|249|IX Soft tissue and other extraosseous sarcomas|20666961|2014
15-19|14.0|17.5|15.7|330|IX Soft tissue and other extraosseous sarcomas|21056378|2014
5-9|7.6|10.3|8.9|182|IX Soft tissue and other extraosseous sarcomas|20521818|2014
<1|12.2|20.4|15.9|63|IX Soft tissue and other extraosseous sarcomas|3955374|2014
1-4|6.8|9.6|8.1|129|IX(a) Rhabdomyosarcomas|15922170|2014
10-14|2.3|3.9|3.0|63|IX(a) Rhabdomyosarcomas|20666961|2014
15-19|2.1|3.5|2.7|57|IX(a) Rhabdomyosarcomas|21056378|2014
5-9|3.5|5.3|4.3|89|IX(a) Rhabdomyosarcomas|20521818|2014
<1|3.3|8.1|5.3|21|IX(a) Rhabdomyosarcomas|3955374|2014
1-4|~|~|~|~|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|15922170|2014
10-14|0.7|1.7|1.2|24|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|20666961|2014
15-19|1.8|3.1|2.4|50|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|21056378|2014
5-9|0.5|1.3|0.8|17|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|20521818|2014
<1|3.3|8.1|5.3|21|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|3955374|2014
1-4|~|~|~|~|IX(c) Kaposi sarcoma|15922170|2014
10-14|~|~|~|~|IX(c) Kaposi sarcoma|20666961|2014
15-19|~|~|~|~|IX(c) Kaposi sarcoma|21056378|2014
5-9|~|~|~|~|IX(c) Kaposi sarcoma|20521818|2014
<1|~|~|~|~|IX(c) Kaposi sarcoma|3955374|2014
1-4|1.6|3.1|2.3|36|IX(d) Other specified soft tissue sarcomas|15922170|2014
10-14|4.9|7.0|5.9|122|IX(d) Other specified soft tissue sarcomas|20666961|2014
15-19|7.2|9.7|8.4|177|IX(d) Other specified soft tissue sarcomas|21056378|2014
5-9|2.2|3.7|2.9|59|IX(d) Other specified soft tissue sarcomas|20521818|2014
<1|2.7|7.2|4.6|18|IX(d) Other specified soft tissue sarcomas|3955374|2014
1-4|~|~|~|~|IX(e) Unspecified soft tissue sarcomas|15922170|2014
10-14|1.4|2.6|1.9|40|IX(e) Unspecified soft tissue sarcomas|20666961|2014
15-19|1.4|2.7|2.0|42|IX(e) Unspecified soft tissue sarcomas|21056378|2014
5-9|0.5|1.3|0.8|17|IX(e) Unspecified soft tissue sarcomas|20521818|2014
<1|~|~|~|~|IX(e) Unspecified soft tissue sarcomas|3955374|2014
1-4|~|~|~|~|Not classified by ICCC|15922170|2014
10-14|~|~|~|~|Not classified by ICCC|20666961|2014
15-19|~|~|~|~|Not classified by ICCC|21056378|2014
5-9|~|~|~|~|Not classified by ICCC|20521818|2014
<1|~|~|~|~|Not classified by ICCC|3955374|2014
1-4|7.5|10.4|8.9|141|V Retinoblastoma|15922170|2014
10-14|~|~|~|~|V Retinoblastoma|20666961|2014
15-19|~|~|~|~|V Retinoblastoma|21056378|2014
5-9|~|~|~|~|V Retinoblastoma|20521818|2014
<1|24.5|35.5|29.6|117|V Retinoblastoma|3955374|2014
1-4|18.1|22.6|20.2|322|VI Renal tumors|15922170|2014
10-14|1.0|2.1|1.5|31|VI Renal tumors|20666961|2014
15-19|1.3|2.5|1.8|38|VI Renal tumors|21056378|2014
5-9|5.6|7.9|6.7|138|VI Renal tumors|20521818|2014
<1|13.8|22.4|17.7|70|VI Renal tumors|3955374|2014
1-4|17.9|22.4|20.0|319|VI(a) Nephroblastoma and other nonepithelial renal tumors|15922170|2014
10-14|~|~|~|~|VI(a) Nephroblastoma and other nonepithelial renal tumors|20666961|2014
15-19|~|~|~|~|VI(a) Nephroblastoma and other nonepithelial renal tumors|21056378|2014
5-9|5.4|7.6|6.4|132|VI(a) Nephroblastoma and other nonepithelial renal tumors|20521818|2014
<1|13.8|22.4|17.7|70|VI(a) Nephroblastoma and other nonepithelial renal tumors|3955374|2014
1-4|~|~|~|~|VI(b) Renal carcinomas|15922170|2014
10-14|0.6|1.4|0.9|19|VI(b) Renal carcinomas|20666961|2014
15-19|0.8|1.9|1.3|27|VI(b) Renal carcinomas|21056378|2014
5-9|~|~|~|~|VI(b) Renal carcinomas|20521818|2014
<1|~|~|~|~|VI(b) Renal carcinomas|3955374|2014
1-4|~|~|~|~|VI(c) Unspecified malignant renal tumors|15922170|2014
10-14|~|~|~|~|VI(c) Unspecified malignant renal tumors|20666961|2014
15-19|~|~|~|~|VI(c) Unspecified malignant renal tumors|21056378|2014
5-9|~|~|~|~|VI(c) Unspecified malignant renal tumors|20521818|2014
<1|~|~|~|~|VI(c) Unspecified malignant renal tumors|3955374|2014
1-4|4.7|7.2|5.8|93|VII Hepatic tumors|15922170|2014
10-14|0.5|1.4|0.9|18|VII Hepatic tumors|20666961|2014
15-19|0.7|1.6|1.0|22|VII Hepatic tumors|21056378|2014
5-9|0.5|1.4|0.9|18|VII Hepatic tumors|20521818|2014
<1|10.9|18.7|14.4|57|VII Hepatic tumors|3955374|2014
1-4|4.7|7.1|5.8|92|VII(a) Hepatoblastoma|15922170|2014
10-14|~|~|~|~|VII(a) Hepatoblastoma|20666961|2014
15-19|~|~|~|~|VII(a) Hepatoblastoma|21056378|2014
5-9|~|~|~|~|VII(a) Hepatoblastoma|20521818|2014
<1|10.5|18.1|13.9|55|VII(a) Hepatoblastoma|3955374|2014
1-4|~|~|~|~|VII(b) Hepatic carcinomas|15922170|2014
10-14|~|~|~|~|VII(b) Hepatic carcinomas|20666961|2014
15-19|0.6|1.5|1.0|21|VII(b) Hepatic carcinomas|21056378|2014
5-9|~|~|~|~|VII(b) Hepatic carcinomas|20521818|2014
<1|~|~|~|~|VII(b) Hepatic carcinomas|3955374|2014
1-4|~|~|~|~|VII(c) Unspecified malignant hepatic tumors|15922170|2014
10-14|~|~|~|~|VII(c) Unspecified malignant hepatic tumors|20666961|2014
15-19|~|~|~|~|VII(c) Unspecified malignant hepatic tumors|21056378|2014
5-9|~|~|~|~|VII(c) Unspecified malignant hepatic tumors|20521818|2014
<1|~|~|~|~|VII(c) Unspecified malignant hepatic tumors|3955374|2014
1-4|1.4|2.8|2.0|32|VIII Malignant bone tumors|15922170|2014
10-14|13.8|17.2|15.4|319|VIII Malignant bone tumors|20666961|2014
15-19|12.0|15.2|13.5|284|VIII Malignant bone tumors|21056378|2014
5-9|5.5|7.7|6.5|134|VIII Malignant bone tumors|20521818|2014
<1|~|~|~|~|VIII Malignant bone tumors|3955374|2014
1-4|~|~|~|~|VIII(a) Osteosarcomas|15922170|2014
10-14|8.2|10.9|9.5|196|VIII(a) Osteosarcomas|20666961|2014
15-19|6.4|8.8|7.5|158|VIII(a) Osteosarcomas|21056378|2014
5-9|2.6|4.2|3.3|68|VIII(a) Osteosarcomas|20521818|2014
<1|~|~|~|~|VIII(a) Osteosarcomas|3955374|2014
1-4|~|~|~|~|VIII(b) Chondrosarcomas|15922170|2014
10-14|~|~|~|~|VIII(b) Chondrosarcomas|20666961|2014
15-19|0.5|1.3|0.8|17|VIII(b) Chondrosarcomas|21056378|2014
5-9|~|~|~|~|VIII(b) Chondrosarcomas|20521818|2014
<1|~|~|~|~|VIII(b) Chondrosarcomas|3955374|2014
1-4|0.8|1.9|1.3|20|VIII(c) Ewing tumor and related sarcomas of bone|15922170|2014
10-14|3.5|5.4|4.4|90|VIII(c) Ewing tumor and related sarcomas of bone|20666961|2014
15-19|3.1|4.8|3.8|81|VIII(c) Ewing tumor and related sarcomas of bone|21056378|2014
5-9|2.1|3.6|2.8|57|VIII(c) Ewing tumor and related sarcomas of bone|20521818|2014
<1|~|~|~|~|VIII(c) Ewing tumor and related sarcomas of bone|3955374|2014
1-4|~|~|~|~|VIII(d) Other specified malignant bone tumors|15922170|2014
10-14|0.5|1.3|0.8|17|VIII(d) Other specified malignant bone tumors|20666961|2014
15-19|0.4|1.2|0.8|16|VIII(d) Other specified malignant bone tumors|21056378|2014
5-9|~|~|~|~|VIII(d) Other specified malignant bone tumors|20521818|2014
<1|~|~|~|~|VIII(d) Other specified malignant bone tumors|3955374|2014
1-4|~|~|~|~|VIII(e) Unspecified malignant bone tumors|15922170|2014
10-14|~|~|~|~|VIII(e) Unspecified malignant bone tumors|20666961|2014
15-19|~|~|~|~|VIII(e) Unspecified malignant bone tumors|21056378|2014
5-9|~|~|~|~|VIII(e) Unspecified malignant bone tumors|20521818|2014
<1|~|~|~|~|VIII(e) Unspecified malignant bone tumors|3955374|2014
1-4|2.3|4.1|3.1|49|X Germ cell, trophoblastic tumors & neoplasms of gonads|15922170|2014
10-14|6.6|9.0|7.7|160|X Germ cell, trophoblastic tumors & neoplasms of gonads|20666961|2014
15-19|25.2|29.7|27.4|577|X Germ cell, trophoblastic tumors & neoplasms of gonads|21056378|2014
5-9|2.0|3.4|2.6|54|X Germ cell, trophoblastic tumors & neoplasms of gonads|20521818|2014
<1|18.3|28.0|22.8|90|X Germ cell, trophoblastic tumors & neoplasms of gonads|3955374|2014
1-4|~|~|~|~|X(a) Intracranial & intraspinal germ cell tumors|15922170|2014
10-14|2.0|3.5|2.7|55|X(a) Intracranial & intraspinal germ cell tumors|20666961|2014
15-19|1.6|3.0|2.2|47|X(a) Intracranial & intraspinal germ cell tumors|21056378|2014
5-9|0.8|1.8|1.2|25|X(a) Intracranial & intraspinal germ cell tumors|20521818|2014
<1|~|~|~|~|X(a) Intracranial & intraspinal germ cell tumors|3955374|2014
1-4|1.1|2.5|1.7|27|X(b) Malignant extracranial & extragonadal germ cell tumors|15922170|2014
10-14|~|~|~|~|X(b) Malignant extracranial & extragonadal germ cell tumors|20666961|2014
15-19|1.3|2.5|1.8|38|X(b) Malignant extracranial & extragonadal germ cell tumors|21056378|2014
5-9|~|~|~|~|X(b) Malignant extracranial & extragonadal germ cell tumors|20521818|2014
<1|12.7|20.9|16.4|65|X(b) Malignant extracranial & extragonadal germ cell tumors|3955374|2014
1-4|0.6|1.6|1.0|16|X(c) Malignant gonadal germ cell tumors|15922170|2014
10-14|3.2|5.0|4.1|84|X(c) Malignant gonadal germ cell tumors|20666961|2014
15-19|18.9|22.9|20.8|439|X(c) Malignant gonadal germ cell tumors|21056378|2014
5-9|0.6|1.6|1.0|21|X(c) Malignant gonadal germ cell tumors|20521818|2014
<1|~|~|~|~|X(c) Malignant gonadal germ cell tumors|3955374|2014
1-4|~|~|~|~|X(d) Gonadal carcinomas|15922170|2014
10-14|~|~|~|~|X(d) Gonadal carcinomas|20666961|2014
15-19|1.1|2.3|1.6|34|X(d) Gonadal carcinomas|21056378|2014
5-9|~|~|~|~|X(d) Gonadal carcinomas|20521818|2014
<1|~|~|~|~|X(d) Gonadal carcinomas|3955374|2014
1-4|~|~|~|~|X(e) Other and unspecified malignant gonadal tumors|15922170|2014
10-14|~|~|~|~|X(e) Other and unspecified malignant gonadal tumors|20666961|2014
15-19|0.5|1.4|0.9|19|X(e) Other and unspecified malignant gonadal tumors|21056378|2014
5-9|~|~|~|~|X(e) Other and unspecified malignant gonadal tumors|20521818|2014
<1|~|~|~|~|X(e) Other and unspecified malignant gonadal tumors|3955374|2014
1-4|1.8|3.5|2.6|41|XI Other malignant epithelial neoplasms and malignant melanomas|15922170|2014
10-14|17.3|21.1|19.2|396|XI Other malignant epithelial neoplasms and malignant melanomas|20666961|2014
15-19|54.3|60.8|57.5|1211|XI Other malignant epithelial neoplasms and malignant melanomas|21056378|2014
5-9|4.1|6.1|5.1|104|XI Other malignant epithelial neoplasms and malignant melanomas|20521818|2014
<1|4.5|9.9|6.8|27|XI Other malignant epithelial neoplasms and malignant melanomas|3955374|2014
1-4|~|~|~|~|XI(a) Adrenocortical carcinomas|15922170|2014
10-14|~|~|~|~|XI(a) Adrenocortical carcinomas|20666961|2014
15-19|~|~|~|~|XI(a) Adrenocortical carcinomas|21056378|2014
5-9|~|~|~|~|XI(a) Adrenocortical carcinomas|20521818|2014
<1|~|~|~|~|XI(a) Adrenocortical carcinomas|3955374|2014
1-4|~|~|~|~|XI(b) Thyroid carcinomas|15922170|2014
10-14|7.9|10.6|9.2|190|XI(b) Thyroid carcinomas|20666961|2014
15-19|28.3|33.1|30.6|645|XI(b) Thyroid carcinomas|21056378|2014
5-9|1.3|2.5|1.8|37|XI(b) Thyroid carcinomas|20521818|2014
<1|~|~|~|~|XI(b) Thyroid carcinomas|3955374|2014
1-4|~|~|~|~|XI(c) Nasopharyngeal carcinomas|15922170|2014
10-14|~|~|~|~|XI(c) Nasopharyngeal carcinomas|20666961|2014
15-19|0.7|1.6|1.1|23|XI(c) Nasopharyngeal carcinomas|21056378|2014
5-9|~|~|~|~|XI(c) Nasopharyngeal carcinomas|20521818|2014
<1|~|~|~|~|XI(c) Nasopharyngeal carcinomas|3955374|2014
1-4|1.2|2.5|1.8|28|XI(d) Malignant melanomas|15922170|2014
10-14|2.1|3.6|2.8|58|XI(d) Malignant melanomas|20666961|2014
15-19|8.5|11.2|9.8|206|XI(d) Malignant melanomas|21056378|2014
5-9|1.4|2.7|1.9|40|XI(d) Malignant melanomas|20521818|2014
<1|~|~|~|~|XI(d) Malignant melanomas|3955374|2014
1-4|~|~|~|~|XI(e) Skin carcinomas|15922170|2014
10-14|~|~|~|~|XI(e) Skin carcinomas|20666961|2014
15-19|~|~|~|~|XI(e) Skin carcinomas|21056378|2014
5-9|~|~|~|~|XI(e) Skin carcinomas|20521818|2014
<1|~|~|~|~|XI(e) Skin carcinomas|3955374|2014
1-4|~|~|~|~|XI(f) Other and unspecified carcinomas|15922170|2014
10-14|5.6|7.8|6.6|137|XI(f) Other and unspecified carcinomas|20666961|2014
15-19|13.9|17.4|15.6|328|XI(f) Other and unspecified carcinomas|21056378|2014
5-9|0.6|1.6|1.0|21|XI(f) Other and unspecified carcinomas|20521818|2014
<1|~|~|~|~|XI(f) Other and unspecified carcinomas|3955374|2014
1-4|~|~|~|~|XII Other and unspecified malignant neoplasms|15922170|2014
10-14|~|~|~|~|XII Other and unspecified malignant neoplasms|20666961|2014
15-19|~|~|~|~|XII Other and unspecified malignant neoplasms|21056378|2014
5-9|~|~|~|~|XII Other and unspecified malignant neoplasms|20521818|2014
<1|~|~|~|~|XII Other and unspecified malignant neoplasms|3955374|2014
1-4|~|~|~|~|XII(a) Other specified malignant tumors|15922170|2014
10-14|~|~|~|~|XII(a) Other specified malignant tumors|20666961|2014
15-19|~|~|~|~|XII(a) Other specified malignant tumors|21056378|2014
5-9|~|~|~|~|XII(a) Other specified malignant tumors|20521818|2014
<1|~|~|~|~|XII(a) Other specified malignant tumors|3955374|2014
1-4|~|~|~|~|XII(b) Other unspecified malignant tumors|15922170|2014
10-14|~|~|~|~|XII(b) Other unspecified malignant tumors|20666961|2014
15-19|~|~|~|~|XII(b) Other unspecified malignant tumors|21056378|2014
5-9|~|~|~|~|XII(b) Other unspecified malignant tumors|20521818|2014
<1|~|~|~|~|XII(b) Other unspecified malignant tumors|3955374|2014
1-4|222.6|237.5|230.0|3665|All ICCC Groups Combined|15937085|2015
10-14|145.8|156.4|151.0|3112|All ICCC Groups Combined|20605579|2015
15-19|233.5|246.7|240.0|5061|All ICCC Groups Combined|21084710|2015
5-9|129.1|139.2|134.1|2746|All ICCC Groups Combined|20481130|2015
<1|277.2|311.2|293.8|1168|All ICCC Groups Combined|3975414|2015
1-4|89.0|98.6|93.7|1494|I Leukemias, myeloproliferative & myelodysplastic diseases|15937085|2015
10-14|30.8|35.9|33.3|686|I Leukemias, myeloproliferative & myelodysplastic diseases|20605579|2015
15-19|33.1|38.3|35.6|751|I Leukemias, myeloproliferative & myelodysplastic diseases|21084710|2015
5-9|40.6|46.4|43.4|889|I Leukemias, myeloproliferative & myelodysplastic diseases|20481130|2015
<1|48.3|63.2|55.3|220|I Leukemias, myeloproliferative & myelodysplastic diseases|3975414|2015
1-4|73.4|82.1|77.7|1238|I(a) Lymphoid leukemias|15937085|2015
10-14|19.8|23.9|21.7|448|I(a) Lymphoid leukemias|20605579|2015
15-19|17.0|20.8|18.8|397|I(a) Lymphoid leukemias|21084710|2015
5-9|33.0|38.2|35.5|728|I(a) Lymphoid leukemias|20481130|2015
<1|13.9|22.5|17.9|71|I(a) Lymphoid leukemias|3975414|2015
1-4|8.8|12.1|10.4|165|I(b) Acute myeloid leukemias|15937085|2015
10-14|6.1|8.4|7.2|148|I(b) Acute myeloid leukemias|20605579|2015
15-19|8.3|11.0|9.6|202|I(b) Acute myeloid leukemias|21084710|2015
5-9|3.8|5.7|4.6|95|I(b) Acute myeloid leukemias|20481130|2015
<1|14.4|23.1|18.4|73|I(b) Acute myeloid leukemias|3975414|2015
1-4|1.0|2.3|1.6|25|I(c) Chronic myeloproliferative diseases|15937085|2015
10-14|1.2|2.4|1.7|36|I(c) Chronic myeloproliferative diseases|20605579|2015
15-19|3.4|5.2|4.2|89|I(c) Chronic myeloproliferative diseases|21084710|2015
5-9|0.7|1.6|1.1|22|I(c) Chronic myeloproliferative diseases|20481130|2015
